Title,Href,Rating,Stock,Price,Category,Count
"Life, the Universe and ...",https://books.toscrape.com/catalogue/life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,2,Instock,$33.26,Science Fiction,3
Life Without a Recipe,https://books.toscrape.com/catalogue/life-without-a-recipe_188/index.html,5,Instock,$59.04,Autobiography,3
Life After Life,https://books.toscrape.com/catalogue/life-after-life_187/index.html,2,Instock,$26.13,Default,3
Letter to a Christian ...,https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html,1,Instock,$22.20,Nonfiction,3
Let's Pretend This Never ...,https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,1,Instock,$45.11,Nonfiction,3
Legend,https://books.toscrape.com/catalogue/legend-legend-1_184/index.html,4,Instock,$43.69,Young Adult,3
Lean In,https://books.toscrape.com/catalogue/lean-in-women-work-and-the-will-to-lead_183/index.html,1,Instock,$25.02,Default,3
Lamb,https://books.toscrape.com/catalogue/lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,5,Instock,$55.50,Humor,3
Lady Renegades,https://books.toscrape.com/catalogue/lady-renegades-rebel-belle-3_181/index.html,5,Instock,$53.04,Young Adult,3
Jurassic Park,https://books.toscrape.com/catalogue/jurassic-park-jurassic-park-1_180/index.html,1,Instock,$44.97,Fiction,3
It's Never Too Late ...,https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,1,Instock,$42.38,Nonfiction,3
Is Everyone Hanging Out ...,https://books.toscrape.com/catalogue/is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,3,Instock,$20.11,Default,3
Into the Wild,https://books.toscrape.com/catalogue/into-the-wild_177/index.html,5,Instock,$56.70,Nonfiction,3
Inferno,https://books.toscrape.com/catalogue/inferno-robert-langdon-4_176/index.html,5,Instock,$41.00,Fiction,3
In the Garden of ...,https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,3,Instock,$28.85,Nonfiction,3
If I Run,https://books.toscrape.com/catalogue/if-i-run-if-i-run-1_174/index.html,4,Instock,$49.97,Christian Fiction,3
I've Got Your Number,https://books.toscrape.com/catalogue/ive-got-your-number_173/index.html,1,Instock,$19.69,Womens Fiction,3
I Am Malala,https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,2,Instock,$28.88,Nonfiction,3
Hungry Girl Clean & ...,https://books.toscrape.com/catalogue/hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,3,Instock,$33.14,Food And Drink,3
House of Lost Worlds,https://books.toscrape.com/catalogue/house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,2,Instock,$43.70,History,3
House of Leaves,https://books.toscrape.com/catalogue/house-of-leaves_169/index.html,1,Instock,$54.89,Horror,3
Horrible Bear!,https://books.toscrape.com/catalogue/horrible-bear_168/index.html,2,Instock,$37.52,Childrens,3
Holidays on Ice,https://books.toscrape.com/catalogue/holidays-on-ice_167/index.html,2,Instock,$51.07,Humor,3
Heir to the Sky,https://books.toscrape.com/catalogue/heir-to-the-sky_166/index.html,4,Instock,$44.07,Fantasy,3
Green Eggs and Ham ...,https://books.toscrape.com/catalogue/green-eggs-and-ham-beginner-books-b-16_165/index.html,4,Instock,$10.79,Childrens,3
"Grayson, Vol 3",https://books.toscrape.com/catalogue/grayson-vol-3-nemesis-grayson-3_164/index.html,1,Instock,$42.72,Sequential Art,3
Gratitude,https://books.toscrape.com/catalogue/gratitude_163/index.html,5,Instock,$26.66,Nonfiction,3
Gone Girl,https://books.toscrape.com/catalogue/gone-girl_162/index.html,5,Instock,$37.60,Default,3
Golden,https://books.toscrape.com/catalogue/golden-heart-of-dread-3_161/index.html,4,Instock,$42.21,Young Adult,3
Girl in the Blue ...,https://books.toscrape.com/catalogue/girl-in-the-blue-coat_160/index.html,2,Instock,$46.83,Historical Fiction,3
"Fruits Basket, Vol. 3 ...",https://books.toscrape.com/catalogue/fruits-basket-vol-3-fruits-basket-3_159/index.html,2,Instock,$45.17,Sequential Art,3
Friday Night Lights,https://books.toscrape.com/catalogue/friday-night-lights-a-town-a-team-and-a-dream_158/index.html,3,Instock,$51.22,Sports And Games,3
Fire Bound,https://books.toscrape.com/catalogue/fire-bound-sea-havensisters-of-the-heart-5_157/index.html,4,Instock,$21.28,Add A Comment,3
Fifty Shades Freed,https://books.toscrape.com/catalogue/fifty-shades-freed-fifty-shades-3_156/index.html,5,Instock,$15.36,Adult Fiction,3
Fellside,https://books.toscrape.com/catalogue/fellside_155/index.html,1,Instock,$38.62,Default,3
Extreme Prey,https://books.toscrape.com/catalogue/extreme-prey-lucas-davenport-26_154/index.html,3,Instock,$25.40,Mystery,3
Eragon,https://books.toscrape.com/catalogue/eragon-the-inheritance-cycle-1_153/index.html,3,Instock,$43.87,Fantasy,3
Eclipse,https://books.toscrape.com/catalogue/eclipse-twilight-3_152/index.html,1,Instock,$18.74,Default,3
Dune,https://books.toscrape.com/catalogue/dune-dune-1_151/index.html,1,Instock,$54.86,Science Fiction,3
Dracula,https://books.toscrape.com/catalogue/dracula_150/index.html,3,Instock,$52.62,Default,3
Do Androids Dream of ...,https://books.toscrape.com/catalogue/do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,1,Instock,$51.48,Science Fiction,3
Disrupted,https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,5,Instock,$15.28,Nonfiction,3
Dead Wake,https://books.toscrape.com/catalogue/dead-wake-the-last-crossing-of-the-lusitania_147/index.html,5,Instock,$39.24,Default,3
David and Goliath,https://books.toscrape.com/catalogue/david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,1,Instock,$17.81,Default,3
Darkfever,https://books.toscrape.com/catalogue/darkfever-fever-1_145/index.html,1,Instock,$56.02,Fantasy,3
Dark Places,https://books.toscrape.com/catalogue/dark-places_144/index.html,5,Instock,$23.90,Default,3
Crazy Rich Asians,https://books.toscrape.com/catalogue/crazy-rich-asians-crazy-rich-asians-1_143/index.html,5,Instock,$49.13,Fiction,3
Counting Thyme,https://books.toscrape.com/catalogue/counting-thyme_142/index.html,1,Instock,$10.62,Childrens,3
Cosmos,https://books.toscrape.com/catalogue/cosmos_141/index.html,2,Instock,$36.17,Add A Comment,3
Civilization and Its Discontents,https://books.toscrape.com/catalogue/civilization-and-its-discontents_140/index.html,2,Instock,$59.95,Psychology,3
Cinder,https://books.toscrape.com/catalogue/cinder-the-lunar-chronicles-1_139/index.html,1,Instock,$26.09,Young Adult,3
Catastrophic Happiness,https://books.toscrape.com/catalogue/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,2,Instock,$37.35,Parenting,3
Career of Evil,https://books.toscrape.com/catalogue/career-of-evil-cormoran-strike-3_137/index.html,2,Instock,$24.72,Mystery,3
Breaking Dawn,https://books.toscrape.com/catalogue/breaking-dawn-twilight-4_136/index.html,5,Instock,$35.28,Default,3
Brave Enough,https://books.toscrape.com/catalogue/brave-enough_135/index.html,5,Instock,$51.32,Nonfiction,3
Boy Meets Boy,https://books.toscrape.com/catalogue/boy-meets-boy_134/index.html,3,Instock,$21.12,Young Adult,3
Born to Run,https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,2,Instock,$27.35,Nonfiction,3
Blink,https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html,5,Instock,$21.74,Nonfiction,3
Black Flags,https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html,1,Instock,$40.87,Nonfiction,3
"Black Butler, Vol. 1 ...",https://books.toscrape.com/catalogue/black-butler-vol-1-black-butler-1_130/index.html,1,Instock,$49.31,Sequential Art,3
Big Little Lies,https://books.toscrape.com/catalogue/big-little-lies_129/index.html,1,Instock,$22.11,Fiction,3
Between Shades of Gray,https://books.toscrape.com/catalogue/between-shades-of-gray_128/index.html,5,Instock,$20.79,Historical Fiction,3
Best of My Love ...,https://books.toscrape.com/catalogue/best-of-my-love-fools-gold-20_127/index.html,2,Instock,$27.41,Romance,3
Beowulf,https://books.toscrape.com/catalogue/beowulf_126/index.html,2,Instock,$38.35,Classics,3
Beautiful Creatures,https://books.toscrape.com/catalogue/beautiful-creatures-caster-chronicles-1_125/index.html,5,Instock,$21.55,Default,3
Awkward,https://books.toscrape.com/catalogue/awkward_124/index.html,2,Instock,$38.02,Sequential Art,3
Ash,https://books.toscrape.com/catalogue/ash_123/index.html,4,Instock,$22.06,Fantasy,3
Are We There Yet?,https://books.toscrape.com/catalogue/are-we-there-yet_122/index.html,3,Instock,$10.66,Childrens,3
Are We Smart Enough ...,https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,1,Instock,$56.58,Nonfiction,3
Annie on My Mind,https://books.toscrape.com/catalogue/annie-on-my-mind_120/index.html,5,Instock,$36.83,Young Adult,3
And Then There Were ...,https://books.toscrape.com/catalogue/and-then-there-were-none_119/index.html,2,Instock,$35.01,Classics,3
A Walk in the ...,https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,4,Instock,$30.48,Nonfiction,3
A Visit from the ...,https://books.toscrape.com/catalogue/a-visit-from-the-goon-squad_117/index.html,5,Instock,$14.08,Default,3
A Storm of Swords ...,https://books.toscrape.com/catalogue/a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,2,Instock,$31.22,Fantasy,3
A Heartbreaking Work of ...,https://books.toscrape.com/catalogue/a-heartbreaking-work-of-staggering-genius_115/index.html,5,Instock,$54.29,Autobiography,3
8 Keys to Mental ...,https://books.toscrape.com/catalogue/8-keys-to-mental-health-through-exercise_114/index.html,1,Instock,$31.04,Psychology,3
#GIRLBOSS,https://books.toscrape.com/catalogue/girlboss_113/index.html,1,Instock,$50.96,Add A Comment,3
The Suffragettes,https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html,2,Instock,$11.89,Nonfiction,2
The Sense of an ...,https://books.toscrape.com/catalogue/the-sense-of-an-ending_111/index.html,3,Instock,$31.38,Add A Comment,2
"The Sandman, Vol. 2",https://books.toscrape.com/catalogue/the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,1,Instock,$54.81,Sequential Art,2
The Course of Love,https://books.toscrape.com/catalogue/the-course-of-love_109/index.html,3,Instock,$16.78,Fiction,2
Sugar Rush,https://books.toscrape.com/catalogue/sugar-rush-offensive-line-2_108/index.html,1,Instock,$24.42,Sports And Games,2
"Saga, Volume 2",https://books.toscrape.com/catalogue/saga-volume-2-saga-collected-editions-2_107/index.html,3,Instock,$11.75,Sequential Art,2
"Run, Spot, Run",https://books.toscrape.com/catalogue/run-spot-run-the-ethics-of-keeping-pets_106/index.html,1,Instock,$20.02,Philosophy,2
New Moon,https://books.toscrape.com/catalogue/new-moon-twilight-2_105/index.html,4,Instock,$12.86,Young Adult,2
Life,https://books.toscrape.com/catalogue/life_104/index.html,5,Instock,$31.58,Music,2
Kindle Paperwhite User's Guide,https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html,3,Instock,$34.00,Nonfiction,2
H is for Hawk,https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html,5,Instock,$57.42,Nonfiction,2
Girl Online On Tour ...,https://books.toscrape.com/catalogue/girl-online-on-tour-girl-online-2_101/index.html,1,Instock,$53.47,Young Adult,2
"Fruits Basket, Vol. 2 ...",https://books.toscrape.com/catalogue/fruits-basket-vol-2-fruits-basket-2_100/index.html,5,Instock,$11.64,Sequential Art,2
Diary of a Minecraft ...,https://books.toscrape.com/catalogue/diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,4,Instock,$52.88,Childrens,2
Y,https://books.toscrape.com/catalogue/y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,4,Instock,$18.51,Sequential Art,1
While You Were Mine,https://books.toscrape.com/catalogue/while-you-were-mine_97/index.html,5,Instock,$41.32,Historical Fiction,1
Where Lightning Strikes,https://books.toscrape.com/catalogue/where-lightning-strikes-bleeding-stars-3_96/index.html,3,Instock,$39.77,Romance,1
When I'm Gone,https://books.toscrape.com/catalogue/when-im-gone_95/index.html,3,Instock,$51.96,Fiction,1
Ways of Seeing,https://books.toscrape.com/catalogue/ways-of-seeing_94/index.html,5,Instock,$39.51,Art,1
"Vampire Knight, Vol. 1 ...",https://books.toscrape.com/catalogue/vampire-knight-vol-1-vampire-knight-1_93/index.html,1,Instock,$15.40,Paranormal,1
Vampire Girl,https://books.toscrape.com/catalogue/vampire-girl-vampire-girl-1_92/index.html,2,Instock,$53.82,Fantasy,1
Twenty Love Poems and ...,https://books.toscrape.com/catalogue/twenty-love-poems-and-a-song-of-despair_91/index.html,4,Instock,$30.95,Poetry,1
Travels with Charley,https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html,5,Instock,$57.82,Nonfiction,1
Three Wishes,https://books.toscrape.com/catalogue/three-wishes-river-of-time-california-1_89/index.html,2,Instock,$44.18,Science Fiction,1
This One Moment,https://books.toscrape.com/catalogue/this-one-moment-pushing-limits-1_88/index.html,1,Instock,$48.71,Romance,1
The Zombie Room,https://books.toscrape.com/catalogue/the-zombie-room_87/index.html,5,Instock,$19.69,Default,1
The Wicked + The ...,https://books.toscrape.com/catalogue/the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,2,Instock,$36.52,Sequential Art,1
The Tumor,https://books.toscrape.com/catalogue/the-tumor_85/index.html,5,Instock,$41.56,Nonfiction,1
The Story of Hong ...,https://books.toscrape.com/catalogue/the-story-of-hong-gildong_84/index.html,4,Instock,$43.19,Classics,1
The Silent Wife,https://books.toscrape.com/catalogue/the-silent-wife_83/index.html,5,Instock,$12.34,Fiction,1
The Silent Twin,https://books.toscrape.com/catalogue/the-silent-twin-detective-jennifer-knight-3_82/index.html,3,Instock,$36.25,Fantasy,1
The Selfish Gene,https://books.toscrape.com/catalogue/the-selfish-gene_81/index.html,1,Instock,$29.45,Science,1
The Secret Healer,https://books.toscrape.com/catalogue/the-secret-healer_80/index.html,3,Instock,$34.56,Historical Fiction,1
"The Sandman, Vol. 1",https://books.toscrape.com/catalogue/the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,3,Instock,$54.12,Sequential Art,1
The Republic,https://books.toscrape.com/catalogue/the-republic_78/index.html,3,Instock,$33.78,Add A Comment,1
The Odyssey,https://books.toscrape.com/catalogue/the-odyssey_77/index.html,3,Instock,$29.64,Add A Comment,1
The No. 1 Ladies' ...,https://books.toscrape.com/catalogue/the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,4,Instock,$57.70,Mystery,1
The Nicomachean Ethics,https://books.toscrape.com/catalogue/the-nicomachean-ethics_75/index.html,1,Instock,$36.34,Philosophy,1
The Name of the ...,https://books.toscrape.com/catalogue/the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,3,Instock,$50.59,Default,1
The Mirror & the ...,https://books.toscrape.com/catalogue/the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,1,Instock,$29.38,Fantasy,1
The Little Prince,https://books.toscrape.com/catalogue/the-little-prince_72/index.html,2,Instock,$45.42,Classics,1
The Light of the ...,https://books.toscrape.com/catalogue/the-light-of-the-fireflies_71/index.html,1,Instock,$54.43,Add A Comment,1
The Last Girl,https://books.toscrape.com/catalogue/the-last-girl-the-dominion-trilogy-1_70/index.html,2,Instock,$36.26,Science Fiction,1
The Iliad,https://books.toscrape.com/catalogue/the-iliad_69/index.html,1,Instock,$16.16,Add A Comment,1
The Hook Up,https://books.toscrape.com/catalogue/the-hook-up-game-on-1_68/index.html,5,Instock,$36.29,New Adult,1
The Haters,https://books.toscrape.com/catalogue/the-haters_67/index.html,5,Instock,$27.89,Young Adult,1
The Girl You Lost,https://books.toscrape.com/catalogue/the-girl-you-lost_66/index.html,5,Instock,$12.29,Mystery,1
The Girl In The ...,https://books.toscrape.com/catalogue/the-girl-in-the-ice-dci-erika-foster-1_65/index.html,3,Instock,$15.85,Mystery,1
The End of the ...,https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html,1,Instock,$14.40,Nonfiction,1
The Edge of Reason ...,https://books.toscrape.com/catalogue/the-edge-of-reason-bridget-jones-2_63/index.html,4,Instock,$19.18,Womens Fiction,1
The Complete Maus,https://books.toscrape.com/catalogue/the-complete-maus-maus-1-2_62/index.html,3,Instock,$10.64,Sequential Art,1
The Communist Manifesto,https://books.toscrape.com/catalogue/the-communist-manifesto_61/index.html,3,Instock,$14.76,Add A Comment,1
The Bhagavad Gita,https://books.toscrape.com/catalogue/the-bhagavad-gita_60/index.html,3,Instock,$57.49,Religion,1
The Bette Davis Club,https://books.toscrape.com/catalogue/the-bette-davis-club_59/index.html,3,Instock,$30.66,Fiction,1
The Art of Not ...,https://books.toscrape.com/catalogue/the-art-of-not-breathing_58/index.html,4,Instock,$40.83,Young Adult,1
Taking Shots,https://books.toscrape.com/catalogue/taking-shots-assassins-1_57/index.html,2,Instock,$18.88,Default,1
Starlark,https://books.toscrape.com/catalogue/starlark_56/index.html,3,Instock,$25.83,Historical Fiction,1
"Skip Beat!, Vol. 01 ...",https://books.toscrape.com/catalogue/skip-beat-vol-01-skip-beat-1_55/index.html,3,Instock,$42.12,Sequential Art,1
Sister Sable,https://books.toscrape.com/catalogue/sister-sable-the-mad-queen-1_54/index.html,3,Instock,$13.33,Fantasy,1
Shatter Me,https://books.toscrape.com/catalogue/shatter-me-shatter-me-1_53/index.html,1,Instock,$42.40,Default,1
Shameless,https://books.toscrape.com/catalogue/shameless_52/index.html,3,Instock,$58.35,New Adult,1
Shadow Rites,https://books.toscrape.com/catalogue/shadow-rites-jane-yellowrock-10_51/index.html,4,Instock,$21.72,Fantasy,1
Settling the Score,https://books.toscrape.com/catalogue/settling-the-score-the-summer-games-1_50/index.html,2,Instock,$44.91,Sports And Games,1
Sense and Sensibility,https://books.toscrape.com/catalogue/sense-and-sensibility_49/index.html,1,Instock,$37.46,Classics,1
"Saga, Volume 1",https://books.toscrape.com/catalogue/saga-volume-1-saga-collected-editions-1_48/index.html,1,Instock,$28.48,Sequential Art,1
"Rhythm, Chord & Malykhin",https://books.toscrape.com/catalogue/rhythm-chord-malykhin_47/index.html,2,Instock,$28.34,Romance,1
"Rat Queens, Vol. 1",https://books.toscrape.com/catalogue/rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,5,Instock,$46.96,Sequential Art,1
Paradise Lost,https://books.toscrape.com/catalogue/paradise-lost-paradise-1_45/index.html,1,Instock,$24.96,Default,1
"Paper Girls, Vol. 1 ...",https://books.toscrape.com/catalogue/paper-girls-vol-1-paper-girls-1-5_44/index.html,4,Instock,$21.71,Sequential Art,1
Ouran High School Host ...,https://books.toscrape.com/catalogue/ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,3,Instock,$29.87,Sequential Art,1
Origins,https://books.toscrape.com/catalogue/origins-alphas-05_42/index.html,1,Instock,$28.99,Fantasy,1
One Second,https://books.toscrape.com/catalogue/one-second-seven-7_41/index.html,2,Instock,$52.94,Fantasy,1
On the Road,https://books.toscrape.com/catalogue/on-the-road-duluoz-legend_40/index.html,3,Instock,$32.36,Default,1
Old Records Never Die,https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,2,Instock,$55.66,Music,1
Off Sides,https://books.toscrape.com/catalogue/off-sides-off-1_38/index.html,5,Instock,$39.45,New Adult,1
Of Mice and Men,https://books.toscrape.com/catalogue/of-mice-and-men_37/index.html,2,Instock,$47.11,Classics,1
Myriad,https://books.toscrape.com/catalogue/myriad-prentor-1_36/index.html,4,Instock,$58.75,Fantasy,1
My Perfect Mistake,https://books.toscrape.com/catalogue/my-perfect-mistake-over-the-top-1_35/index.html,2,Instock,$38.92,Romance,1
"Ms. Marvel, Vol. 1",https://books.toscrape.com/catalogue/ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,4,Instock,$39.39,Sequential Art,1
Meditations,https://books.toscrape.com/catalogue/meditations_33/index.html,2,Instock,$25.89,Philosophy,1
Matilda,https://books.toscrape.com/catalogue/matilda_32/index.html,1,Instock,$28.34,Childrens,1
Lost Among the Living,https://books.toscrape.com/catalogue/lost-among-the-living_31/index.html,4,Instock,$27.70,Historical Fiction,1
Lord of the Flies,https://books.toscrape.com/catalogue/lord-of-the-flies_30/index.html,3,Instock,$24.89,Add A Comment,1
Listen to Me,https://books.toscrape.com/catalogue/listen-to-me-fusion-1_29/index.html,3,Instock,$58.99,Romance,1
Kitchens of the Great ...,https://books.toscrape.com/catalogue/kitchens-of-the-great-midwest_28/index.html,5,Instock,$57.20,Fiction,1
Jane Eyre,https://books.toscrape.com/catalogue/jane-eyre_27/index.html,5,Instock,$38.43,Default,1
Imperfect Harmony,https://books.toscrape.com/catalogue/imperfect-harmony_26/index.html,4,Instock,$34.74,Romance,1
Icing,https://books.toscrape.com/catalogue/icing-aces-hockey-2_25/index.html,4,Instock,$40.44,Sports And Games,1
"Hawkeye, Vol. 1",https://books.toscrape.com/catalogue/hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,3,Instock,$45.24,Sequential Art,1
Having the Barbarian's Baby ...,https://books.toscrape.com/catalogue/having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,4,Instock,$34.96,Science Fiction,1
"Giant Days, Vol. 1 ...",https://books.toscrape.com/catalogue/giant-days-vol-1-giant-days-1-4_22/index.html,4,Instock,$56.76,Sequential Art,1
"Fruits Basket, Vol. 1 ...",https://books.toscrape.com/catalogue/fruits-basket-vol-1-fruits-basket-1_21/index.html,5,Instock,$40.28,Sequential Art,1
Frankenstein,https://books.toscrape.com/catalogue/frankenstein_20/index.html,2,Instock,$38.00,Default,1
Forever Rockers,https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html,3,Instock,$28.80,Music,1
Fighting Fate,https://books.toscrape.com/catalogue/fighting-fate-fighting-6_18/index.html,3,Instock,$39.24,Romance,1
Emma,https://books.toscrape.com/catalogue/emma_17/index.html,2,Instock,$32.93,Classics,1
"Eat, Pray, Love",https://books.toscrape.com/catalogue/eat-pray-love_16/index.html,3,Instock,$51.32,Nonfiction,1
Deep Under,https://books.toscrape.com/catalogue/deep-under-walker-security-1_15/index.html,5,Instock,$47.09,Romance,1
Choosing Our Religion,https://books.toscrape.com/catalogue/choosing-our-religion-the-spiritual-lives-of-americas-nones_14/index.html,4,Instock,$28.42,Religion,1
Charlie and the Chocolate ...,https://books.toscrape.com/catalogue/charlie-and-the-chocolate-factory-charlie-bucket-1_13/index.html,3,Instock,$22.85,Childrens,1
Charity's Cross,https://books.toscrape.com/catalogue/charitys-cross-charles-towne-belles-4_12/index.html,1,Instock,$41.24,Romance,1
Bright Lines,https://books.toscrape.com/catalogue/bright-lines_11/index.html,5,Instock,$39.07,Fiction,1
Bridget Jones's Diary,https://books.toscrape.com/catalogue/bridget-joness-diary-bridget-jones-1_10/index.html,1,Instock,$29.82,Womens Fiction,1
Bounty,https://books.toscrape.com/catalogue/bounty-colorado-mountain-7_9/index.html,4,Instock,$37.26,Romance,1
Blood Defense,https://books.toscrape.com/catalogue/blood-defense-samantha-brinkman-1_8/index.html,3,Instock,$20.30,Mystery,1
"Bleach, Vol. 1",https://books.toscrape.com/catalogue/bleach-vol-1-strawberry-and-the-soul-reapers-bleach-1_7/index.html,5,Instock,$34.65,Sequential Art,1
Beyond Good and Evil,https://books.toscrape.com/catalogue/beyond-good-and-evil_6/index.html,1,Instock,$43.38,Philosophy,1
Alice in Wonderland,https://books.toscrape.com/catalogue/alice-in-wonderland-alices-adventures-in-wonderland-1_5/index.html,1,Instock,$55.53,Classics,1
Ajin,https://books.toscrape.com/catalogue/ajin-demi-human-volume-1-ajin-demi-human-1_4/index.html,4,Instock,$57.06,Sequential Art,1
A Spy's Devotion,https://books.toscrape.com/catalogue/a-spys-devotion-the-regency-spies-of-london-1_3/index.html,5,Instock,$16.97,Historical Fiction,1
1st to Die,https://books.toscrape.com/catalogue/1st-to-die-womens-murder-club-1_2/index.html,1,Instock,$53.98,Mystery,1
"1,000 Places to See ...",https://books.toscrape.com/catalogue/1000-places-to-see-before-you-die_1/index.html,5,Instock,$26.08,Travel,1
